person_number,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9
A05166,4,1,3,1,4,3,4,1,3
A05167,1,1,1,1,1,1,2,3,1
A05168,3,1,4,1,4,4,3,1,4
A05169,2,1,3,1,1,1,1,5,1
A05170,2,1,3,1,1,1,1,4,1
A05171,2,1,2,2,1,2,2,3,2
A05172,2,1,1,1,1,1,1,3,2
A05173,3,1,3,1,4,3,3,1,4
A05174,4,1,4,1,4,3,4,1,4
A05175,2,1,2,1,1,1,1,5,1
A05176,1,1,2,1,1,1,1,4,1
A05177,2,1,2,1,1,1,1,4,1
A05178,3,1,3,1,4,4,4,1,4
A05179,1,1,2,2,2,1,2,3,1
A05180,1,1,1,3,2,1,2,3,2
A05181,4,1,4,1,4,3,4,1,3
A05182,2,1,2,1,1,1,1,5,1
A05183,1,1,1,1,1,1,2,2,1
A05184,1,1,1,3,1,1,2,3,2
A05185,2,1,2,1,1,1,1,5,1
A05186,1,1,1,1,1,1,1,3,2
A05187,2,1,1,2,1,2,2,3,1
A05188,2,1,3,1,1,1,1,4,1
A05189,4,1,4,1,4,3,3,1,4
A05190,4,1,4,1,4,4,4,1,3
A05191,3,1,4,1,4,4,3,1,3
A05192,3,1,3,1,3,3,3,1,4
A05193,4,1,3,1,4,4,4,1,3
A05194,2,1,2,2,2,1,1,3,2
A05195,3,1,4,1,3,4,4,1,4
A05196,3,1,4,1,3,4,4,1,4
A05197,2,1,1,1,1,1,2,3,2
A05198,4,1,3,1,4,3,3,1,3
A05199,3,1,3,1,4,4,3,1,3
A05200,4,1,4,1,3,3,4,1,4
A05201,4,1,4,1,3,3,4,1,3
A05202,3,1,3,1,3,3,4,1,3
A05203,1,1,2,1,1,1,1,4,1
A05204,4,1,4,1,3,3,4,1,3
A05205,2,1,2,1,1,1,1,4,1
A05206,2,1,2,1,1,1,1,4,1
A05207,3,1,3,1,4,4,4,1,3
A05208,3,1,4,1,4,4,3,1,3
A05209,2,4,4,1,4,3,3,2,3
A05210,4,1,3,1,4,3,4,1,4
A05211,4,1,3,1,3,3,3,1,3
A05212,2,1,1,1,1,1,2,3,2
A05213,3,1,4,1,4,4,4,1,4
A05214,2,1,1,1,1,1,2,2,2
A05215,3,1,4,1,4,4,3,1,4
A05216,2,3,3,1,4,2,3,2,3
A05217,1,1,1,1,1,1,2,2,2
A05218,1,1,1,1,1,1,2,2,1
A05219,2,1,1,3,2,2,1,3,2
A05220,3,1,3,1,3,4,4,1,4
A05221,1,1,1,1,1,1,2,2,1
A05222,1,1,3,1,1,1,1,5,1
A05223,3,1,4,1,3,4,4,1,4
A05224,3,1,4,1,3,3,4,1,3
A05225,3,1,3,1,3,3,3,1,3
A05226,1,1,2,1,1,1,1,4,1
A05227,1,1,1,1,1,1,2,2,2
A05228,1,3,4,1,4,3,3,2,3
A05229,2,1,1,1,1,1,2,3,2
A05230,1,1,3,1,1,1,1,4,1
A05231,1,1,2,1,1,1,1,5,1
A05232,3,1,3,1,4,3,3,1,4
A05233,2,1,2,1,1,1,1,5,1
A05234,1,1,1,3,1,2,2,3,2
A05235,4,1,4,1,3,4,4,1,3
A05236,2,1,2,1,1,1,1,4,1
A05237,4,1,3,1,4,3,4,1,4
A05238,3,1,3,1,3,3,4,1,3
A05239,4,1,3,1,3,4,3,1,3
A05240,1,1,1,1,1,1,2,3,1
A05241,1,1,2,3,1,2,1,3,1
A05242,4,1,4,1,3,4,4,1,4
A05243,3,1,3,1,4,3,4,1,4
A05244,3,1,3,1,4,4,4,1,3
A05245,3,1,3,1,3,4,3,1,3
A05246,3,1,3,1,4,3,4,1,4
A05247,4,1,4,1,4,4,3,1,3
A05248,4,1,4,1,4,3,3,1,4
A05249,2,1,2,1,1,1,1,4,1
A05250,3,1,3,1,3,3,3,1,4
A05251,4,1,4,1,3,4,4,1,4
A05252,2,1,1,1,1,1,1,2,2
A05253,2,3,4,1,4,2,4,1,2
A05254,4,1,4,1,3,4,4,1,3
A05255,3,1,4,1,3,3,4,1,3
A05256,3,1,3,1,3,4,4,1,4
A05257,3,1,3,1,3,4,4,1,4
A05258,2,1,3,1,1,1,1,4,1
A05259,1,4,4,1,4,2,3,2,2
A05260,1,1,2,1,1,1,1,4,1
A05261,3,1,4,1,4,3,4,1,4
A05262,3,1,4,1,4,3,4,1,4
A05263,4,1,4,1,4,4,4,1,4
A05264,2,1,1,1,1,1,2,3,1
A05265,1,1,2,1,1,1,1,4,1
A05266,1,1,3,1,1,1,1,5,1
A05267,3,1,3,1,4,3,4,1,3
A05268,2,1,2,2,1,1,2,2,2
A05269,3,1,4,1,3,4,4,1,3
A05270,3,1,3,1,4,3,4,1,3
A05271,3,1,4,1,3,3,3,1,3
A05272,3,1,4,1,4,3,4,1,3
A05273,2,1,1,1,1,1,2,2,1
A05274,2,1,3,1,1,1,1,5,1
A05275,3,1,4,1,4,4,4,1,4
A05276,3,1,3,1,3,4,4,1,4
A05277,3,1,3,1,3,4,4,1,3
A05278,4,1,4,1,3,3,4,1,4
A05279,1,1,1,1,1,1,1,2,1
A05280,2,3,4,1,3,2,4,1,2
A05281,2,1,2,1,1,1,1,5,1
A05282,2,1,1,1,1,1,1,3,1
A05283,3,1,4,1,3,3,3,1,4
A05284,3,1,3,1,3,3,4,1,4
A05285,2,1,1,1,1,1,2,2,1
A05286,3,1,4,1,3,4,3,1,4
A05287,3,1,3,1,3,4,3,1,4
A05288,3,1,3,1,3,4,4,1,3
A05289,1,1,1,3,1,2,2,2,1
A05290,4,1,3,1,4,3,3,1,4
A05291,1,1,1,2,1,1,2,3,1
A05292,1,1,2,3,1,1,2,2,2
A05293,3,1,4,1,3,3,4,1,4
A05294,1,1,2,1,1,1,1,5,1
A05295,4,1,4,1,3,3,3,1,3
A05296,4,1,4,1,4,3,4,1,3
A05297,2,1,2,1,1,1,1,4,1
A05298,3,1,3,1,3,4,4,1,3
A05299,2,1,3,1,1,1,1,5,1
A05300,4,1,4,1,3,3,3,1,4
A05301,2,1,1,1,1,1,1,3,1
A05302,2,1,2,1,1,1,1,5,1
A05303,1,1,1,1,1,1,2,3,1
A05304,1,1,1,1,1,1,2,2,2
A05305,2,1,3,1,1,1,1,4,1
A05306,2,1,3,1,1,1,1,4,1
A05307,4,1,4,1,3,4,4,1,3
A05308,1,1,1,2,2,2,1,3,1
A05309,3,1,3,1,3,4,3,1,4
A05310,3,1,3,1,3,4,3,1,4
A05311,1,3,3,1,3,2,4,2,3
A05312,3,1,3,1,4,3,3,1,4
A05313,1,1,1,1,1,1,1,2,1
A05314,4,1,3,1,3,3,4,1,3
A05315,1,1,2,1,1,1,1,5,1
A05316,3,1,4,1,3,3,4,1,4
A05317,4,1,4,1,3,4,3,1,3
A05318,4,1,4,1,4,3,3,1,3
A05319,2,1,1,1,1,1,1,3,2
A05320,1,1,2,3,1,1,1,3,2
A05321,3,1,4,1,4,4,3,1,3
A05322,1,1,1,2,2,1,1,3,1
A05323,3,1,4,1,3,3,3,1,4
A05324,1,1,3,1,1,1,1,4,1
A05325,4,1,3,1,3,3,4,1,4
A05326,3,1,3,1,3,3,3,1,3
A05327,3,1,3,1,4,3,3,1,4
A05328,2,1,2,1,1,1,1,4,1
A05329,2,1,3,1,1,1,1,5,1
A05330,4,1,3,1,4,3,3,1,3
A05331,4,1,4,1,3,3,3,1,4
A05332,1,3,4,1,4,3,3,2,2
A05333,3,1,4,1,3,3,3,1,4
A05334,3,1,3,1,3,4,3,1,3
A05335,4,1,4,1,4,3,3,1,3
A05336,4,1,4,1,4,4,4,1,3
A05337,3,1,4,1,3,4,3,1,4
A05338,2,1,3,1,1,1,1,5,1
A05339,4,1,3,1,3,3,3,1,3
A05340,1,1,2,2,2,2,1,2,2
A05341,1,1,1,1,1,1,2,2,1
A05342,3,1,4,1,4,4,3,1,4
A05343,2,1,1,3,1,2,1,3,1
A05344,3,1,4,1,3,3,4,1,4
A05345,1,3,3,1,3,2,4,2,2
A05346,3,1,4,1,3,3,4,1,4
A05347,1,1,3,1,1,1,1,4,1
A05348,2,1,2,1,1,1,1,4,1
A05349,2,1,1,1,1,1,2,2,2
A05350,1,1,2,3,1,1,1,2,2
A05351,4,1,4,1,4,4,3,1,3
A05352,1,1,2,1,1,1,1,5,1
A05353,4,1,3,1,3,3,3,1,3
A05354,2,1,2,3,2,1,1,2,1
A05355,3,1,4,1,3,4,3,1,4
A05356,1,1,1,1,1,1,2,3,2
A05357,2,1,3,1,1,1,1,4,1
A05358,1,3,4,1,3,2,4,1,3
A05359,1,1,3,1,1,1,1,4,1
A05360,2,1,3,1,1,1,1,4,1
A05361,4,1,3,1,4,3,4,1,3
A05362,1,1,2,1,1,1,1,5,1
A05363,2,1,1,1,1,1,1,2,2
A05364,2,1,1,1,1,1,2,2,1
A05365,3,1,4,1,4,4,4,1,3
A05366,3,1,3,1,3,3,4,1,3
A05367,4,1,3,1,4,4,3,1,3
A05368,4,1,3,1,4,4,3,1,4
A05369,2,1,2,2,2,1,1,2,1
A05370,4,1,4,1,4,3,3,1,4
A05371,3,1,4,1,4,4,3,1,4
A05372,4,1,3,1,4,3,4,1,4
A05373,4,1,4,1,3,3,3,1,4
A05374,1,3,3,1,4,2,3,2,3
A05375,2,1,1,1,1,1,1,2,1
A05376,3,1,3,1,4,4,4,1,4
A05377,3,1,4,1,3,4,4,1,4
A05378,4,1,3,1,3,4,3,1,4
A05379,2,1,3,1,1,1,1,4,1
A05380,2,3,4,1,4,2,3,2,3
A05381,3,1,3,1,4,3,3,1,3
A05382,3,1,4,1,3,3,3,1,3
A05383,3,1,4,1,3,3,4,1,3
A05384,3,1,4,1,3,3,4,1,4
A05385,2,3,3,1,3,3,3,1,3
A05386,3,1,4,1,4,3,3,1,3
A05387,1,1,2,1,1,1,1,4,1
A05388,1,1,2,2,1,2,1,2,2
A05389,4,1,3,1,4,3,4,1,4
A05390,4,1,3,1,3,4,3,1,4
A05391,1,1,2,1,1,1,1,5,1
A05392,1,1,3,1,1,1,1,4,1
A05393,4,1,4,1,4,4,4,1,3
A05394,2,1,1,1,1,1,1,3,1
A05395,4,1,3,1,3,4,3,1,4
A05396,4,1,3,1,3,3,3,1,3
A05397,2,1,1,1,1,1,2,3,2
A05398,4,1,4,1,4,4,4,1,4
A05399,4,1,3,1,3,3,3,1,4
A05400,4,1,3,1,3,3,3,1,3
A05401,4,1,4,1,3,4,3,1,3
A05402,3,1,4,1,4,3,3,1,4
A05403,3,1,3,1,3,4,4,1,3
A05404,4,1,4,1,4,4,3,1,4
A05405,3,1,3,1,3,3,4,1,3
A05406,4,1,3,1,3,3,4,1,4
A05407,4,1,3,1,4,3,3,1,3
A05408,2,1,1,3,1,1,2,3,1
A05409,2,3,4,1,4,2,4,1,3
A05410,4,1,3,1,3,3,4,1,3
A05411,1,1,1,2,2,1,2,3,2
A05412,2,1,1,2,1,1,2,3,1
A05413,1,1,1,1,1,1,2,3,2
A05414,3,1,3,1,4,3,3,1,3
A05415,1,1,1,3,2,1,1,3,2
A05416,4,1,3,1,4,4,4,1,3
A05417,1,1,2,1,1,1,1,5,1
A05418,1,3,4,1,4,2,3,1,3
A05419,4,1,4,1,4,3,3,1,4
A05420,2,1,1,1,1,1,2,2,1
A05421,2,3,3,1,3,2,3,1,3
A05422,3,1,3,1,4,4,3,1,3
A05423,2,1,1,1,1,1,1,3,2
A05424,3,1,4,1,3,3,4,1,4
A05425,2,1,2,1,1,1,1,5,1
A05426,1,1,3,1,1,1,1,5,1
A05427,4,1,3,1,3,3,4,1,4
A05428,3,1,4,1,4,3,4,1,4
A05429,2,1,2,3,1,1,1,3,2
A05430,4,1,3,1,3,4,3,1,3
A05431,3,1,4,1,4,3,4,1,4
A05432,3,1,3,1,4,4,3,1,3
A05433,4,1,3,1,3,3,4,1,4
A05434,4,1,4,1,4,4,3,1,3
A05435,3,1,4,1,3,3,4,1,3
A05436,4,1,4,1,4,4,3,1,3
A05437,2,1,3,1,1,1,1,4,1
A05438,4,1,4,1,4,3,4,1,4
A05439,3,1,4,1,3,3,3,1,3
A05440,4,1,3,1,4,3,3,1,4
A05441,3,1,4,1,4,4,3,1,4
A05442,2,1,3,1,1,1,1,5,1
A05443,2,1,1,1,1,1,2,3,1
A05444,4,1,4,1,4,3,3,1,3
A05445,1,1,3,1,1,1,1,5,1
A05446,1,1,3,1,1,1,1,4,1
A05447,1,1,2,2,1,2,2,2,2
A05448,4,1,4,1,3,4,3,1,4
A05449,4,1,4,1,3,4,3,1,4
A05450,1,1,2,2,2,1,2,3,1
A05451,3,1,4,1,4,4,4,1,4
A05452,4,1,4,1,3,4,3,1,4
A05453,2,1,1,1,1,1,2,2,2
A05454,3,1,3,1,4,3,4,1,3
A05455,2,3,3,1,3,2,4,2,2
A05456,2,1,1,1,1,1,1,3,2
A05457,4,1,3,1,4,3,4,1,3
A05458,1,1,1,1,1,1,2,2,2
A05459,1,1,1,1,1,1,1,3,1
A05460,4,1,3,1,4,3,3,1,3
A05461,4,1,4,1,4,3,4,1,3
A05462,1,1,3,1,1,1,1,4,1
A05463,4,1,3,1,4,4,3,1,4
A05464,2,1,2,3,1,2,2,2,1
A05465,4,1,3,1,3,4,4,1,4
A05466,3,1,3,1,3,4,4,1,4
A05467,1,1,3,1,1,1,1,5,1
A05468,2,1,2,1,1,1,1,5,1
A05469,3,1,4,1,3,3,3,1,3
A05470,4,1,4,1,3,4,3,1,3
A05471,2,1,1,3,1,1,2,2,2
A05472,1,1,1,1,1,1,2,3,1
A05473,1,4,4,1,4,3,3,1,2
A05474,4,1,4,1,3,4,3,1,4
A05475,1,1,1,3,1,2,2,2,2
A05476,1,1,1,3,2,1,1,2,2
A05477,1,4,3,1,4,3,3,2,3
A05478,4,1,3,1,4,4,3,1,3
A05479,4,1,3,1,3,4,3,1,4
A05480,4,1,4,1,4,3,4,1,3
A05481,2,1,1,2,2,1,2,2,2
A05482,3,1,4,1,3,3,3,1,3
A05483,1,1,3,1,1,1,1,4,1
A05484,3,1,3,1,4,4,3,1,3
A05485,4,1,4,1,4,4,3,1,3
A05486,1,1,1,1,1,1,2,3,2
A05487,3,1,3,1,3,3,3,1,4
A05488,1,1,2,1,1,1,1,4,1
A05489,4,1,3,1,4,4,3,1,4
A05490,3,1,3,1,4,4,4,1,3
A05491,2,1,1,1,1,1,2,2,2
A05492,2,1,1,1,1,1,2,3,1
A05493,3,1,3,1,3,4,4,1,3
A05494,2,1,1,1,1,1,2,3,2
A05495,1,1,2,2,1,1,2,3,2
A05496,3,1,3,1,3,4,4,1,4
A05497,1,1,3,1,1,1,1,4,1
A05498,1,1,2,2,2,1,2,3,2
A05499,3,1,4,1,4,4,4,1,4
A05500,3,1,3,1,3,4,4,1,4
A05501,1,1,3,1,1,1,1,4,1
A05502,1,1,1,3,1,2,2,3,1
A05503,1,1,1,1,1,1,1,2,1
A05504,3,1,4,1,3,3,3,1,3
A05505,2,1,1,1,1,1,2,3,2
A05506,2,1,3,1,1,1,1,5,1
A05507,1,1,1,1,1,1,1,3,2
A05508,4,1,3,1,4,3,3,1,4
A05509,4,1,3,1,4,4,3,1,4
A05510,4,1,3,1,3,4,3,1,4
A05511,1,1,2,1,1,1,1,4,1
A05512,1,3,4,1,4,2,3,1,3
A05513,3,1,4,1,4,4,4,1,3
A05514,3,1,4,1,3,4,3,1,4
A05515,2,1,1,1,1,1,2,2,2
A05516,1,1,2,2,1,1,1,3,1
A05517,4,1,3,1,3,4,3,1,4
A05518,4,1,4,1,3,4,4,1,4
A05519,1,1,1,1,1,1,1,2,2
A05520,3,1,4,1,3,4,4,1,4
A05521,3,1,3,1,3,3,4,1,4
A05522,3,1,3,1,4,3,4,1,4
A05523,1,1,1,1,1,1,1,3,2
A05524,4,1,3,1,4,3,4,1,3
A05525,3,1,4,1,4,4,4,1,3
A05526,1,1,2,1,1,1,1,5,1
A05527,4,1,3,1,3,4,3,1,4
A05528,2,1,2,1,1,1,1,4,1
A05529,2,1,1,2,1,1,1,3,1
A05530,1,3,4,1,4,2,3,2,3
A05531,2,4,3,1,4,3,4,2,2
A05532,4,1,4,1,4,4,4,1,4
A05533,2,1,2,2,2,1,2,2,2
A05534,2,1,2,3,1,1,1,3,2
A05535,4,1,4,1,4,4,4,1,4
A05536,4,1,4,1,4,3,4,1,3
A05537,1,3,4,1,4,3,4,2,2
A05538,3,1,4,1,4,3,3,1,4
A05539,3,1,3,1,4,3,3,1,3
A05540,3,1,4,1,3,3,3,1,3
A05541,4,1,3,1,4,3,3,1,4
A05542,3,1,4,1,3,4,4,1,3
A05543,2,1,1,1,1,1,2,2,2
A05544,4,1,4,1,4,3,3,1,4
A05545,3,1,3,1,4,4,3,1,4
A05546,1,1,2,1,1,1,1,4,1
A05547,1,1,2,1,1,1,1,5,1
A05548,2,1,2,1,1,1,1,4,1
A05549,4,1,4,1,4,4,3,1,3
A05550,3,1,4,1,3,3,4,1,4
A05551,4,1,4,1,4,4,3,1,4
A05552,3,1,4,1,3,4,4,1,3
A05553,1,1,2,3,2,2,1,3,1
A05554,1,1,2,2,2,2,2,2,2
A05555,4,1,4,1,3,3,4,1,3
A05556,1,1,1,3,1,1,2,3,1
A05557,1,1,1,2,1,2,1,2,1
A05558,1,1,2,1,1,1,1,5,1
A05559,4,1,4,1,3,3,4,1,4
A05560,4,1,4,1,3,3,4,1,3
A05561,2,1,1,1,1,1,2,3,2
A05562,2,3,4,1,4,2,4,1,3
A05563,2,4,3,1,4,2,4,1,2
A05564,1,1,1,1,1,1,1,2,1
A05565,4,1,4,1,3,4,3,1,4
A05566,1,1,2,3,2,2,1,2,2
A05567,4,1,3,1,4,4,3,1,3
A05568,2,1,1,1,1,1,2,2,1
A05569,3,1,3,1,3,3,4,1,3
A05570,1,1,2,1,1,1,1,4,1
A05571,4,1,3,1,3,4,3,1,4
A05572,3,1,3,1,4,4,4,1,4
A05573,2,1,3,1,1,1,1,5,1
A05574,2,3,4,1,3,2,4,1,2
A05575,4,1,3,1,4,4,4,1,4
A05576,4,1,3,1,3,3,4,1,4
A05577,1,3,4,1,4,2,4,2,2
A05578,1,1,2,1,1,1,1,4,1
A05579,4,1,3,1,4,3,4,1,3
A05580,3,1,4,1,4,3,4,1,4
A05581,4,1,3,1,3,4,4,1,4
A05582,4,1,4,1,4,3,4,1,4
A05583,2,1,2,2,2,1,2,2,2
A05584,3,1,4,1,3,3,4,1,3
A05585,2,1,2,1,1,1,1,4,1
A05586,3,1,3,1,3,4,4,1,4
A05587,3,1,4,1,4,4,3,1,4
A05588,1,4,3,1,4,3,4,2,2
A05589,3,1,4,1,3,4,4,1,3
A05590,1,1,1,1,1,1,2,3,1
A05591,3,1,3,1,3,4,4,1,4
A05592,4,1,4,1,3,3,3,1,3
A05593,4,1,4,1,3,4,4,1,4
A05594,4,1,3,1,3,4,3,1,4
A05595,2,1,1,1,1,1,2,2,1
A05596,3,1,3,1,3,3,4,1,3
A05597,3,1,3,1,4,3,3,1,4
A05598,1,1,3,1,1,1,1,5,1
A05599,2,1,1,2,2,2,2,2,2
A05600,4,1,4,1,4,4,4,1,4
A05601,1,1,1,2,2,1,2,2,2
A05602,3,1,4,1,4,4,4,1,4
A05603,4,1,4,1,3,3,4,1,3
A05604,3,1,4,1,4,4,4,1,4
A05605,3,1,3,1,3,4,3,1,4
A05606,3,1,4,1,4,4,3,1,3
A05607,4,1,4,1,4,4,3,1,4
A05608,3,1,3,1,3,3,3,1,3
A05609,3,1,3,1,3,4,4,1,4
A05610,2,1,1,1,1,1,2,3,1
A05611,1,1,2,3,2,1,1,2,2
A05612,2,3,3,1,3,2,4,2,3
A05613,4,1,4,1,4,4,4,1,4
A05614,4,1,3,1,4,4,3,1,3
A05615,2,1,3,1,1,1,1,5,1
A05616,4,1,4,1,3,4,3,1,4
A05617,2,1,2,1,1,1,1,4,1
A05618,2,1,1,1,1,1,1,3,1
A05619,3,1,3,1,4,3,3,1,4
A05620,2,4,3,1,4,2,3,1,3
A05621,4,1,3,1,3,4,3,1,4
A05622,4,1,4,1,4,3,3,1,4
A05623,3,1,3,1,3,3,4,1,4
A05624,1,1,3,1,1,1,1,5,1
A05625,1,1,1,1,1,1,2,3,2
A05626,4,1,4,1,3,3,4,1,3
A05627,4,1,4,1,4,3,3,1,4
A05628,3,1,3,1,3,4,3,1,4
A05629,3,1,3,1,4,3,4,1,3
A05630,3,1,3,1,3,3,3,1,4
A05631,3,1,3,1,3,3,3,1,4
A05632,2,1,1,1,1,1,2,3,1
A05633,4,1,4,1,4,4,4,1,4
A05634,2,1,2,3,1,2,1,2,2
A05635,2,1,2,1,1,1,1,5,1
A05636,4,1,4,1,4,4,4,1,4
A05637,4,1,4,1,4,3,3,1,3
A05638,3,1,3,1,4,4,4,1,3
A05639,4,1,4,1,4,3,4,1,4
A05640,2,1,1,2,1,2,2,3,2
A05641,2,3,4,1,3,2,4,2,2
A05642,3,1,4,1,3,4,3,1,4
A05643,3,1,4,1,3,4,3,1,3
A05644,4,1,4,1,3,4,4,1,3
A05645,3,1,4,1,4,3,4,1,3
A05646,3,1,4,1,4,4,3,1,3
A05647,1,1,3,1,1,1,1,4,1
A05648,3,1,4,1,3,4,4,1,3
A05649,3,1,4,1,3,4,4,1,4
A05650,2,1,2,1,1,1,1,4,1
A05651,2,1,1,1,1,1,2,3,1
A05652,4,1,4,1,4,4,3,1,3
A05653,1,1,1,1,1,1,1,2,1
A05654,4,1,3,1,3,4,4,1,3
A05655,4,1,4,1,4,4,4,1,3
A05656,2,1,2,3,2,1,1,2,2
A05657,3,1,4,1,4,3,3,1,4
A05658,4,1,4,1,4,3,4,1,3
A05659,2,1,3,1,1,1,1,4,1
A05660,4,1,4,1,3,3,3,1,4
A05661,4,1,3,1,4,4,3,1,3
A05662,3,1,4,1,4,3,4,1,3
A05663,4,1,4,1,4,3,3,1,4
A05664,2,1,1,1,1,1,2,2,1
A05665,2,1,2,2,2,1,1,3,2
A05666,1,1,1,3,1,2,2,3,1
A05667,3,1,4,1,4,4,3,1,3
A05668,4,1,4,1,3,3,3,1,4
A05669,4,1,4,1,4,4,4,1,3
A05670,3,1,3,1,4,4,4,1,3
A05671,2,1,2,2,1,2,1,3,1
A05672,3,1,4,1,3,3,4,1,4
A05673,4,1,4,1,4,3,3,1,3
A05674,3,1,3,1,3,3,3,1,3
A05675,2,3,3,1,3,3,4,2,2
A05676,1,1,2,3,1,1,2,2,2
A05677,1,1,3,1,1,1,1,4,1
A05678,3,1,4,1,4,4,4,1,3
A05679,3,1,4,1,4,4,3,1,4
A05680,1,1,2,1,1,1,1,5,1
A05681,1,1,3,1,1,1,1,5,1
A05682,4,1,4,1,4,4,3,1,4
A05683,4,1,4,1,4,3,3,1,3
A05684,2,1,2,1,1,1,1,4,1
A05685,1,1,1,1,1,1,1,2,2
A05686,4,1,3,1,3,4,4,1,4
A05687,1,1,2,3,2,2,2,2,2
A05688,3,1,3,1,4,4,3,1,4
A05689,4,1,3,1,3,4,4,1,4
A05690,3,1,4,1,3,4,4,1,3
A05691,3,1,4,1,3,3,4,1,4
A05692,3,1,3,1,3,4,4,1,4
A05693,4,1,4,1,3,4,4,1,4
A05694,2,3,4,1,3,3,4,2,2
A05695,4,1,4,1,3,3,4,1,4
A05696,4,1,3,1,3,4,4,1,4
A05697,1,4,3,1,3,3,4,1,2
A05698,2,1,1,3,1,2,1,2,1
A05699,1,1,1,2,2,2,2,3,2
A05700,1,1,1,1,1,1,2,3,2
A05701,1,1,1,1,1,1,1,2,1
A05702,3,1,3,1,3,3,3,1,3
A05703,2,1,2,3,1,1,1,2,1
A05704,2,4,3,1,4,3,4,2,3
A05705,3,1,3,1,3,3,4,1,3
A05706,3,1,4,1,3,4,4,1,4
A05707,1,1,1,3,2,2,1,2,1
A05708,1,1,1,1,1,1,2,3,2
A05709,2,1,1,1,1,1,2,2,1
A05710,1,1,2,1,1,1,1,5,1
A05711,3,1,4,1,3,4,3,1,4
A05712,1,4,4,1,3,3,3,2,3
A05713,3,1,4,1,3,3,4,1,3
A05714,1,1,1,2,2,1,2,2,2
A05715,1,1,1,1,1,1,2,3,2
A05716,4,1,4,1,4,4,4,1,4
A05717,2,3,3,1,4,2,3,2,3
A05718,1,1,3,1,1,1,1,4,1
A05719,2,1,1,3,1,1,2,3,2
A05720,1,1,1,3,2,2,2,3,1
A05721,3,1,4,1,3,3,4,1,3
A05722,3,1,3,1,3,3,4,1,4
A05723,4,1,4,1,4,4,3,1,4
A05724,4,1,3,1,4,4,4,1,4
A05725,4,1,4,1,4,4,3,1,3
A05726,3,1,4,1,4,3,4,1,4
A05727,4,1,3,1,3,4,3,1,4
A05728,4,1,3,1,3,3,4,1,4
A05729,2,1,1,3,2,1,1,2,1
A05730,4,1,4,1,3,4,4,1,4
A05731,3,1,4,1,4,3,3,1,4
A05732,1,1,2,3,2,2,1,2,1
A05733,4,1,4,1,4,3,4,1,4
A05734,1,1,1,3,1,2,1,3,2
A05735,4,1,3,1,4,4,4,1,4
A05736,4,1,4,1,3,4,4,1,3
A05737,2,1,1,1,1,1,1,2,1
A05738,4,1,3,1,4,3,3,1,4
A05739,4,1,3,1,4,4,3,1,3
A05740,2,1,1,1,1,1,2,2,2
A05741,4,1,4,1,4,4,3,1,3
A05742,2,1,1,1,1,1,1,3,1
A05743,3,1,3,1,3,4,4,1,3
A05744,2,1,1,2,2,1,2,3,1
A05745,4,1,4,1,3,3,3,1,4
A05746,2,1,1,1,1,1,2,3,1
A05747,2,4,4,1,4,2,3,1,2
A05748,3,1,3,1,3,4,4,1,4
A05749,2,1,1,1,1,1,2,3,2
A05750,1,1,1,1,1,1,1,3,1
A05751,4,1,4,1,4,4,4,1,3
A05752,1,1,1,1,1,1,2,3,2
A05753,3,1,3,1,3,3,3,1,4
A05754,2,1,3,1,1,1,1,5,1
A05755,1,4,4,1,3,2,3,2,3
A05756,3,1,3,1,4,4,3,1,4
A05757,4,1,4,1,3,4,4,1,3
A05758,3,1,4,1,4,3,3,1,3
A05759,4,1,3,1,3,4,4,1,3
A05760,4,1,3,1,4,4,3,1,4
A05761,2,1,1,1,1,1,2,3,1
A05762,3,1,4,1,3,3,4,1,3
A05763,4,1,3,1,4,3,3,1,4
A05764,3,1,3,1,4,3,4,1,3
A05765,4,1,4,1,4,4,3,1,3
A05766,4,1,4,1,4,3,4,1,3
A05767,2,1,3,1,1,1,1,5,1
A05768,1,1,1,1,1,1,1,3,1
A05769,4,1,3,1,3,4,3,1,4
A05770,1,3,4,1,3,2,3,1,3
A05771,4,1,4,1,3,3,3,1,4
A05772,2,1,3,1,1,1,1,5,1
A05773,4,1,3,1,4,4,4,1,3
A05774,1,1,1,2,1,2,2,3,2
A05775,4,1,4,1,3,4,3,1,4
A05776,3,1,3,1,3,4,3,1,3
A05777,2,1,1,1,1,1,2,3,1
A05778,2,1,1,3,1,1,2,3,2
A05779,4,1,3,1,3,4,4,1,3
A05780,3,1,3,1,3,3,3,1,3
A05781,3,1,3,1,4,4,3,1,4
A05782,4,1,4,1,4,4,4,1,4
A05783,3,1,3,1,4,3,4,1,4
A05784,4,1,3,1,4,4,3,1,4
A05785,4,1,3,1,3,3,3,1,3
A05786,2,1,1,1,1,1,1,2,1
A05787,1,1,3,1,1,1,1,5,1
A05788,1,1,1,3,1,1,2,2,2
A05789,4,1,3,1,4,3,4,1,4
A05790,4,1,3,1,4,3,3,1,4
A05791,3,1,4,1,4,4,4,1,3
A05792,1,4,4,1,4,2,4,1,3
A05793,4,1,4,1,3,4,3,1,3
A05794,1,1,2,1,1,1,1,4,1
A05795,1,1,1,1,1,1,2,2,1
A05796,2,1,1,1,1,1,1,3,2
A05797,1,3,3,1,4,2,4,2,2
A05798,1,1,1,1,1,1,2,2,1
A05799,2,1,1,2,2,1,1,3,1
