date,customer_id,region_id,region_preference_product,customer_estimated_product_adoption,customer_estimated_size,region_preference_competitor_1,region_preference_competitor_2,region_preference_competitor_3,region_preference_competitor_4,region_preference_competitor_5,region_preference_competitor_6,region_preference_competitor_7,number_of_days_since_last_promotion,promotional_activity_1,promotional_activity_2,region_teenager_percent,sales
01-07-19,274,208,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,30,1,1,13.31705808,129
01-08-19,274,208,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,61,2,0,13.31705808,120
01-09-19,274,208,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,91,1,0,13.31705808,114
01-10-19,274,208,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,122,1,0,13.31705808,114
01-11-19,274,208,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,152,1,0,13.31705808,119
01-12-19,274,208,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,183,0,0,13.31705808,115
01-01-20,274,208,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,25,0,1,13.31705808,117
01-02-20,274,208,-1,Low,Big,-1,0,-1,-1,-1,-1,-1,54,0,0,13.31705808,118
01-01-19,275,209,0,High,Very Big,0,0,0,0,0,0,0,17,0,1,10.32590041,103
01-02-19,275,209,0,High,Very Big,0,0,0,0,0,0,0,45,0,0,10.32590041,121
01-03-19,275,209,0,High,Very Big,0,0,0,0,0,0,0,26,0,1,10.32590041,104
01-04-19,275,209,0,High,Very Big,0,0,0,0,0,0,0,56,0,0,10.32590041,102
01-05-19,275,209,0,High,Very Big,0,0,0,0,0,0,0,2,0,2,10.32590041,110
01-06-19,275,209,0,High,Very Big,0,0,0,0,0,0,0,32,0,0,10.32590041,106
01-07-19,275,209,0,High,Very Big,0,0,0,0,0,0,0,63,0,0,10.32590041,104
01-08-19,275,209,0,High,Very Big,0,0,0,0,0,0,0,23,0,1,10.32590041,106
01-09-19,275,209,0,High,Very Big,0,0,0,0,0,0,0,53,0,0,10.32590041,0
01-10-19,275,209,0,High,Very Big,0,0,0,0,0,0,0,3,0,1,10.32590041,0
01-11-19,275,209,0,High,Very Big,0,0,0,0,0,0,0,33,0,0,10.32590041,109
01-12-19,275,209,0,High,Very Big,0,0,0,0,0,0,0,64,0,0,10.32590041,103
01-01-20,275,209,0,High,Very Big,0,0,0,0,0,0,0,17,0,1,10.32590041,103
01-02-20,275,209,0,High,Very Big,0,0,0,0,0,0,0,4,0,1,10.32590041,110
01-01-19,276,196,1,High,Very Big,0,1,0,0,1,1,0,104,1,0,16.90805098,113
01-02-19,276,196,1,High,Very Big,0,1,0,0,1,1,0,14,1,1,16.90805098,114
01-03-19,276,196,1,High,Very Big,0,1,0,0,1,1,0,45,0,0,16.90805098,124
01-04-19,276,196,1,High,Very Big,0,1,0,0,1,1,0,0,0,1,16.90805098,130
01-05-19,276,196,1,High,Very Big,0,1,0,0,1,1,0,31,0,0,16.90805098,119
01-06-19,276,196,1,High,Very Big,0,1,0,0,1,1,0,2,0,1,16.90805098,114
01-07-19,276,196,1,High,Very Big,0,1,0,0,1,1,0,14,0,2,16.90805098,118
01-08-19,276,196,1,High,Very Big,0,1,0,0,1,1,0,45,0,0,16.90805098,115
01-09-19,276,196,1,High,Very Big,0,1,0,0,1,1,0,75,0,0,16.90805098,121
01-10-19,276,196,1,High,Very Big,0,1,0,0,1,1,0,5,1,1,16.90805098,124
01-11-19,276,196,1,High,Very Big,0,1,0,0,1,1,0,23,2,1,16.90805098,117
01-12-19,276,196,1,High,Very Big,0,1,0,0,1,1,0,54,2,0,16.90805098,119
01-01-20,276,196,1,High,Very Big,0,0,0,1,1,1,0,85,2,0,16.90805098,107
01-02-20,276,196,1,High,Very Big,0,0,0,1,1,1,0,5,1,1,16.90805098,110
01-01-19,277,210,0,Low,Big,0,1,0,1,1,0,0,14,0,1,9.901646526,103
01-02-19,277,210,0,Low,Big,0,1,0,1,1,0,0,42,0,0,9.901646526,116
01-03-19,277,210,0,Low,Big,0,1,0,1,1,0,0,5,0,1,9.901646526,122
01-04-19,277,210,0,Low,Big,0,1,0,1,1,0,0,35,0,0,9.901646526,119
01-05-19,277,210,0,Low,Big,0,1,0,1,1,0,0,22,0,1,9.901646526,118
01-06-19,277,210,0,Low,Big,0,1,0,1,1,0,0,52,0,0,9.901646526,103
01-07-19,277,210,0,Low,Big,0,1,0,1,0,0,1,15,0,1,9.901646526,121
01-08-19,277,210,0,Low,Big,0,1,0,1,0,0,1,46,0,0,9.901646526,109
01-09-19,277,210,0,Low,Big,0,1,0,1,0,0,1,76,0,0,9.901646526,106
01-10-19,277,210,0,Low,Big,0,1,0,1,0,0,1,107,0,0,9.901646526,115
01-11-19,277,210,0,Low,Big,0,1,0,1,0,0,1,1,0,1,9.901646526,118
01-12-19,277,210,0,Low,Big,0,1,0,1,0,0,1,32,0,0,9.901646526,115
01-01-20,277,210,0,Low,Big,0,1,0,0,1,0,1,0,0,2,9.901646526,112
01-02-20,277,210,0,Low,Big,0,1,0,0,1,0,1,8,0,2,9.901646526,110
01-01-19,278,61,1,High,Big,0,1,0,1,1,1,0,17,0,1,17.19049356,112
01-02-19,278,61,1,High,Big,0,1,0,1,1,1,0,6,0,1,17.19049356,111
01-03-19,278,61,1,High,Big,0,1,0,1,1,1,0,37,0,0,17.19049356,117
01-04-19,278,61,1,High,Big,0,1,0,1,1,1,0,1,2,1,17.19049356,112
01-05-19,278,61,1,High,Big,0,1,0,1,1,1,0,10,2,1,17.19049356,111
01-06-19,278,61,1,High,Big,0,1,0,1,1,1,0,6,1,1,17.19049356,112
01-07-19,278,61,1,High,Big,0,1,0,1,1,1,0,9,1,1,17.19049356,115
01-08-19,278,61,1,High,Big,0,1,0,1,1,1,0,40,0,0,17.19049356,111
01-09-19,278,61,1,High,Big,0,1,0,1,1,1,0,3,0,2,17.19049356,115
01-10-19,278,61,1,,,0,1,0,1,1,1,0,34,0,0,17.19049356,116
01-11-19,278,61,1,High,Big,0,1,0,1,1,1,0,15,0,1,17.19049356,112
01-12-19,278,61,1,High,Big,0,1,0,1,1,1,0,15,0,1,17.19049356,115
01-01-20,278,61,1,High,Big,0,1,0,1,0,1,0,22,0,1,17.19049356,115
01-02-20,278,61,1,High,Big,0,1,0,1,0,1,0,16,0,2,17.19049356,113
01-01-19,279,10,-1,Very Low,Small,-1,1,-1,-1,-1,-1,-1,44,1,0,11.25709595,103
01-02-19,279,10,-1,Very Low,Small,-1,1,-1,-1,-1,-1,-1,0,1,1,11.25709595,103
01-03-19,279,10,-1,Very Low,Small,-1,1,-1,-1,-1,-1,-1,31,1,0,11.25709595,102
01-04-19,279,10,-1,Very Low,Small,-1,1,-1,-1,-1,-1,-1,25,0,1,11.25709595,103
01-05-19,279,10,-1,Very Low,Small,-1,1,-1,-1,-1,-1,-1,56,1,0,11.25709595,104
01-06-19,279,10,-1,Very Low,Small,-1,1,-1,-1,-1,-1,-1,86,1,0,11.25709595,102
01-07-19,279,10,-1,Very Low,Small,-1,1,-1,-1,-1,-1,-1,117,1,0,11.25709595,103
01-08-19,279,10,-1,Very Low,Small,-1,1,-1,-1,-1,-1,-1,148,1,0,11.25709595,104
01-09-19,279,10,-1,Very Low,Small,-1,1,-1,-1,-1,-1,-1,178,0,0,11.25709595,102
01-10-19,279,10,-1,Very Low,Big,-1,1,-1,-1,-1,-1,-1,21,0,1,11.25709595,102
01-11-19,279,10,-1,Very Low,Big,-1,1,-1,-1,-1,-1,-1,18,1,1,11.25709595,103
01-12-19,279,10,-1,Very Low,Big,-1,1,-1,-1,-1,-1,-1,49,1,0,11.25709595,103
01-01-20,279,10,-1,Very Low,Big,-1,0,-1,-1,-1,-1,-1,24,2,1,11.25709595,102
01-02-20,279,10,-1,Very Low,Big,-1,0,-1,-1,-1,-1,-1,53,2,0,11.25709595,103
01-01-19,280,93,1,Very Low,Small,1,1,0,0,0,1,1,14,0,1,9.921668671,102
01-02-19,280,93,1,Very Low,Small,1,1,0,0,0,1,1,2,0,1,9.921668671,0
01-03-19,280,93,1,Very Low,Small,1,1,0,0,0,1,1,5,0,1,9.921668671,101
01-04-19,280,93,1,Very Low,Small,1,1,0,0,0,1,1,19,0,2,9.921668671,102
01-05-19,280,93,1,Very Low,Small,1,1,0,0,0,1,1,22,0,1,9.921668671,101
01-06-19,280,93,1,Very Low,Big,1,1,0,0,0,1,1,19,0,1,9.921668671,0
01-07-19,280,93,1,Very Low,Big,1,1,0,0,0,1,1,30,0,1,9.921668671,102
01-08-19,280,93,1,Very Low,Big,1,1,0,0,0,1,1,61,0,0,9.921668671,0
01-09-19,280,93,1,Very Low,Big,1,1,0,0,0,1,1,11,0,1,9.921668671,102
01-10-19,280,93,1,Very Low,Big,1,1,0,0,0,1,1,14,0,1,9.921668671,102
01-11-19,280,93,1,Very Low,Big,1,1,0,0,0,1,1,44,0,0,9.921668671,0
01-12-19,280,93,1,Very Low,Big,1,1,0,0,0,1,1,28,0,1,9.921668671,102
01-01-20,280,93,1,Very Low,Big,1,1,0,0,0,0,1,59,0,0,9.921668671,0
01-02-20,280,93,1,Very Low,Big,1,1,0,0,0,0,1,88,0,0,9.921668671,101
01-01-19,281,65,1,High,Very Big,0,1,0,1,0,1,0,8,0,2,15.29467008,111
01-02-19,281,65,1,High,Very Big,0,1,0,1,0,1,0,9,0,2,15.29467008,124
01-03-19,281,65,1,High,Very Big,0,1,0,1,0,1,0,6,0,3,15.29467008,115
01-04-19,281,65,1,High,Very Big,0,1,0,1,0,1,0,20,0,2,15.29467008,114
01-05-19,281,65,1,High,Very Big,0,1,0,1,0,1,0,8,0,2,15.29467008,125
01-06-19,281,65,1,High,Very Big,0,1,0,1,0,1,0,2,1,3,15.29467008,114
01-07-19,281,65,1,High,Very Big,0,1,0,1,1,1,0,7,1,3,15.29467008,116
01-08-19,281,65,1,High,Very Big,0,1,0,1,1,1,0,29,1,1,15.29467008,117
01-09-19,281,65,1,High,Very Big,0,1,0,1,1,1,0,3,1,2,15.29467008,113
01-10-19,281,65,1,High,Very Big,0,1,0,1,1,1,0,13,0,2,15.29467008,121
01-11-19,281,65,1,High,Very Big,0,1,0,1,1,1,0,15,1,2,15.29467008,114
01-12-19,281,65,1,High,Very Big,0,1,0,1,1,1,0,22,1,1,15.29467008,117
01-01-20,281,65,0,High,Very Big,0,1,0,1,1,1,0,53,1,0,15.29467008,118
01-02-20,281,65,0,High,Very Big,0,1,0,1,1,1,0,82,1,0,15.29467008,116
01-01-19,282,59,1,Low,,0,1,0,1,0,1,0,9,1,1,14.59145769,121
01-02-19,282,59,1,Low,,0,1,0,1,0,1,0,14,1,1,14.59145769,117
01-03-19,282,59,1,Low,,0,1,0,1,0,1,0,45,0,0,14.59145769,113
01-04-19,282,59,1,Low,,0,1,0,1,0,1,0,20,0,2,14.59145769,109
01-05-19,282,59,1,Low,,0,1,0,1,0,1,0,51,0,0,14.59145769,117
01-06-19,282,59,1,Low,,0,1,0,1,0,1,0,81,0,0,14.59145769,123
01-07-19,282,59,1,Low,,0,1,0,0,1,1,0,112,0,0,14.59145769,114
01-08-19,282,59,1,Low,,0,1,0,0,1,1,0,12,0,1,14.59145769,116
01-09-19,282,59,1,Low,,0,1,0,0,1,1,0,11,0,1,14.59145769,116
01-10-19,282,59,1,Low,,0,1,0,0,1,1,0,10,0,1,14.59145769,116
01-11-19,282,59,1,Low,,0,1,0,0,1,1,0,11,1,1,14.59145769,120
01-12-19,282,59,1,Low,,0,1,0,0,1,1,0,13,1,2,14.59145769,118
01-01-20,282,59,1,Low,,0,0,0,1,0,1,0,10,1,1,14.59145769,112
01-02-20,282,59,1,Low,,0,0,0,1,0,1,0,25,1,1,14.59145769,119
01-01-19,283,211,1,Very Low,Big,1,0,0,1,0,0,1,59,0,0,10.67304736,115
01-02-19,283,211,1,Very Low,Big,1,0,0,1,0,0,1,3,0,1,10.67304736,0
01-03-19,283,211,1,Very Low,Big,1,0,0,1,0,0,1,4,0,1,10.67304736,104
01-04-19,283,211,1,Very Low,Big,1,0,0,1,0,0,1,19,0,1,10.67304736,110
01-05-19,283,211,1,Very Low,Big,1,0,0,1,0,0,1,50,0,0,10.67304736,106
01-06-19,283,211,1,Low,Big,1,0,0,1,0,0,1,4,0,1,10.67304736,103
01-07-19,283,211,1,Low,Big,1,0,0,1,0,0,1,8,0,1,10.67304736,115
01-08-19,283,211,1,Low,Big,1,0,0,1,0,0,1,23,0,1,10.67304736,103
01-09-19,283,211,1,Low,Big,1,0,0,1,0,0,1,53,0,0,10.67304736,0
01-10-19,283,211,1,Low,Big,1,0,0,1,0,0,1,84,0,0,10.67304736,109
01-11-19,283,211,1,Low,Big,1,0,0,1,0,0,1,23,0,1,10.67304736,101
01-12-19,283,211,1,Low,Big,1,0,0,1,0,0,1,54,0,0,10.67304736,104
01-01-20,283,211,1,Low,Big,1,1,0,1,0,0,1,10,0,1,10.67304736,107
01-02-20,283,211,1,Low,Big,1,1,0,1,0,0,1,19,0,1,10.67304736,107
01-01-19,284,212,0,High,Big,0,1,0,0,0,1,0,6,0,1,10.19890393,105
01-02-19,284,212,0,High,Big,0,1,0,0,0,1,0,34,0,0,10.19890393,107
01-03-19,284,212,0,High,Big,0,1,0,0,0,1,0,65,0,0,10.19890393,106
01-04-19,284,212,0,High,Big,0,1,0,0,0,1,0,14,0,1,10.19890393,107
01-05-19,284,212,0,High,Big,0,1,0,0,0,1,0,24,1,1,10.19890393,104
01-06-19,284,212,0,High,Big,0,1,0,0,0,1,0,54,1,0,10.19890393,103
01-07-19,284,212,0,High,Big,0,1,0,0,0,1,0,85,1,0,10.19890393,104
01-08-19,284,212,0,High,Big,0,1,0,0,0,1,0,116,1,0,10.19890393,103
01-09-19,284,212,0,High,Big,0,1,0,0,0,1,0,146,0,0,10.19890393,102
01-10-19,284,212,0,High,Big,0,1,0,0,0,1,0,177,0,0,10.19890393,104
01-11-19,284,212,0,High,Big,0,1,0,0,0,1,0,207,0,0,10.19890393,106
01-12-19,284,212,0,High,Big,0,1,0,0,0,1,0,14,0,1,10.19890393,102
01-01-20,284,212,0,High,Big,0,0,0,0,1,1,0,7,0,1,10.19890393,102
01-02-20,284,212,0,High,Big,0,0,0,0,1,1,0,36,0,0,10.19890393,103
01-01-19,285,213,1,High,Very Big,0,0,0,0,1,0,0,65,0,0,10.79250726,163
01-02-19,285,213,1,High,Very Big,0,0,0,0,1,0,0,2,0,3,10.79250726,172
01-03-19,285,213,1,High,Very Big,0,0,0,0,1,0,0,3,0,1,10.79250726,123
01-04-19,285,213,1,High,Very Big,0,0,0,0,1,0,0,7,0,1,10.79250726,143
01-05-19,285,213,1,High,Big,0,0,0,0,1,0,0,7,0,3,10.79250726,159
01-06-19,285,213,1,High,Big,0,0,0,0,1,0,0,23,0,1,10.79250726,113
01-07-19,285,213,1,High,Big,0,0,0,0,1,0,0,7,0,2,10.79250726,189
01-08-19,285,213,1,High,Big,0,0,0,0,1,0,0,38,0,0,10.79250726,145
01-09-19,285,213,1,High,Big,0,0,0,0,1,0,0,68,0,0,10.79250726,125
01-10-19,285,213,1,High,Big,0,0,0,0,1,0,0,99,0,0,10.79250726,191
01-11-19,285,213,1,High,Big,0,0,0,0,1,0,0,22,0,1,10.79250726,126
01-12-19,285,213,1,High,Big,0,0,0,0,1,0,0,53,0,0,10.79250726,127
01-01-20,285,213,1,High,Big,0,1,0,0,1,0,0,8,0,2,10.79250726,163
01-02-20,285,213,1,High,Big,0,1,0,0,1,0,0,9,0,1,10.79250726,131
01-01-19,286,214,0,High,Big,0,0,0,0,1,0,1,0,0,1,12.65412154,106
01-02-19,286,214,0,High,Big,0,0,0,0,1,0,1,28,0,0,12.65412154,108
01-03-19,286,214,0,High,Big,0,0,0,0,1,0,1,19,0,1,12.65412154,103
01-04-19,286,214,0,High,Small,0,0,0,0,1,0,1,1,0,2,12.65412154,106
01-05-19,286,214,0,High,Small,0,0,0,0,1,0,1,32,0,0,12.65412154,105
01-06-19,286,214,0,Low,Small,0,0,0,0,1,0,1,25,0,1,12.65412154,104
01-07-19,286,214,0,Low,Small,0,0,0,0,1,0,1,16,0,1,12.65412154,107
01-08-19,286,214,0,Low,Small,0,0,0,0,1,0,1,47,0,0,12.65412154,106
01-09-19,286,214,0,Low,Small,0,0,0,0,1,0,1,77,0,0,12.65412154,103
01-10-19,286,214,0,Low,Small,0,0,0,0,1,0,1,17,0,1,12.65412154,107
01-11-19,286,214,0,Low,Small,0,0,0,0,1,0,1,47,0,0,12.65412154,104
01-12-19,286,214,0,Low,Small,0,0,0,0,1,0,1,25,0,1,12.65412154,104
01-01-20,286,214,0,Low,Small,0,1,0,1,0,0,1,56,0,0,12.65412154,102
01-02-20,286,214,0,Low,Small,0,1,0,1,0,0,1,85,0,0,12.65412154,106
01-01-19,287,89,0,Low,Big,0,0,0,0,0,0,1,85,0,0,14.43250266,110
01-02-19,287,89,0,High,Very Big,0,0,0,0,0,0,1,15,0,1,14.43250266,114
01-03-19,287,89,0,High,Very Big,0,0,0,0,0,0,1,4,0,1,14.43250266,123
01-04-19,287,89,0,High,Very Big,0,0,0,0,0,0,1,34,0,0,14.43250266,109
01-05-19,287,89,0,High,Very Big,0,0,0,0,0,0,1,18,0,1,14.43250266,123
01-06-19,287,89,0,High,Very Big,0,0,0,0,0,0,1,48,0,0,14.43250266,114
01-07-19,287,89,0,High,Very Big,1,0,0,0,0,0,1,79,0,0,14.43250266,106
01-08-19,287,89,0,High,Very Big,1,0,0,0,0,0,1,5,0,1,14.43250266,117
01-09-19,287,89,0,High,Very Big,1,0,0,0,0,0,1,35,1,0,14.43250266,113
01-10-19,287,89,0,High,Very Big,1,0,0,0,0,0,1,8,1,1,14.43250266,115
01-11-19,287,89,0,High,Very Big,1,0,0,0,0,0,1,38,1,0,14.43250266,116
01-12-19,287,89,0,High,Very Big,1,0,0,0,0,0,1,69,1,0,14.43250266,111
01-01-20,287,89,1,High,Very Big,1,1,0,0,0,0,1,11,0,1,14.43250266,109
01-02-20,287,89,1,High,Very Big,1,1,0,0,0,0,1,5,0,1,14.43250266,122
01-01-19,288,215,1,Low,Big,1,0,0,1,0,0,0,10,0,1,16.87678113,114
01-02-19,288,215,1,Low,Big,1,0,0,1,0,0,0,15,0,1,16.87678113,0
01-03-19,288,215,1,Low,Big,1,0,0,1,0,0,0,5,0,2,16.87678113,111
01-04-19,288,215,1,Low,Big,1,0,0,1,0,0,0,15,1,1,16.87678113,121
01-05-19,288,215,1,Low,Big,1,0,0,1,0,0,0,46,1,0,16.87678113,114
01-06-19,288,215,1,Low,Big,1,0,0,1,0,0,0,76,1,0,16.87678113,108
01-07-19,288,215,1,Low,Big,1,1,0,1,0,0,0,107,0,0,16.87678113,128
01-08-19,288,215,1,Low,Big,1,1,0,1,0,0,0,138,0,0,16.87678113,118
01-09-19,288,215,1,Low,Big,1,1,0,1,0,0,0,168,0,0,16.87678113,114
01-10-19,288,215,1,Low,Big,1,1,0,1,0,0,0,2,0,1,16.87678113,115
01-11-19,288,215,1,Low,Big,1,1,0,1,0,0,0,0,1,2,16.87678113,111
01-12-19,288,215,1,Low,Big,1,1,0,1,0,0,0,31,1,0,16.87678113,117
01-01-20,288,215,0,Low,Big,1,1,0,0,0,0,0,10,1,1,16.87678113,123
01-02-20,288,215,0,Low,Big,1,1,0,0,0,0,0,25,1,1,16.87678113,114
01-01-19,289,216,1,High,Big,1,1,1,0,0,0,1,65,0,0,10.37049498,106
01-02-19,289,216,1,High,Big,1,1,1,0,0,0,1,93,0,0,10.37049498,116
01-03-19,289,216,1,High,Big,1,1,1,0,0,0,1,12,0,1,10.37049498,0
01-04-19,289,216,1,High,Big,1,1,1,0,0,0,1,14,0,1,10.37049498,115
01-05-19,289,216,1,High,Big,1,1,1,0,0,0,1,45,0,0,10.37049498,109
01-06-19,289,216,1,High,Big,1,1,1,0,0,0,1,75,0,0,10.37049498,103
01-07-19,289,216,0,High,Big,1,1,1,0,0,0,1,29,0,1,10.37049498,115
01-08-19,289,216,0,High,Big,1,1,1,0,0,0,1,60,0,0,10.37049498,106
01-09-19,289,216,0,High,Big,1,1,1,0,0,0,1,90,0,0,10.37049498,104
01-10-19,289,216,0,High,Big,1,1,1,0,0,0,1,121,0,0,10.37049498,109
01-11-19,289,216,0,High,Big,1,1,1,0,0,0,1,151,0,0,10.37049498,111
01-12-19,289,216,0,High,Big,1,1,1,0,0,0,1,14,0,2,10.37049498,103
01-01-20,289,216,0,High,Big,0,1,0,0,0,0,0,24,0,1,10.37049498,115
01-02-20,289,216,0,High,Big,0,1,0,0,0,0,0,53,0,0,10.37049498,103
01-01-19,290,50,1,Low,Big,1,0,0,1,0,1,1,1,0,2,12.12876462,106
01-02-19,290,50,1,Low,Big,1,0,0,1,0,1,1,29,0,0,12.12876462,103
01-03-19,290,50,1,Low,Big,1,0,0,1,0,1,1,60,0,0,12.12876462,104
01-04-19,290,50,1,Low,Big,1,0,0,1,0,1,1,90,1,0,12.12876462,103
01-05-19,290,50,1,Low,Big,1,0,0,1,0,1,1,16,0,1,12.12876462,105
01-06-19,290,50,1,Low,Big,1,0,0,1,0,1,1,46,0,0,12.12876462,103
01-07-19,290,50,1,Low,Big,1,0,0,1,0,1,1,77,0,0,12.12876462,106
01-08-19,290,50,1,Low,Big,1,0,0,1,0,1,1,108,0,0,12.12876462,104
01-09-19,290,50,1,Low,Big,1,0,0,1,0,1,1,28,0,1,12.12876462,102
01-10-19,290,50,1,Low,Big,1,0,0,1,0,1,1,5,0,2,12.12876462,106
01-11-19,290,50,1,Low,Big,1,0,0,1,0,1,1,35,0,0,12.12876462,106
01-12-19,290,50,1,Low,Big,1,0,0,1,0,1,1,15,0,1,12.12876462,104
01-01-20,290,50,1,Low,Big,1,1,0,1,0,1,1,13,0,1,12.12876462,104
01-02-20,290,50,1,Low,Big,1,1,0,1,0,1,1,24,0,1,12.12876462,104
01-01-19,291,24,-1,High,Very Big,-1,0,-1,-1,-1,-1,-1,2,0,1,11.84727208,0
01-02-19,291,24,-1,High,Very Big,-1,0,-1,-1,-1,-1,-1,8,0,1,11.84727208,0
01-03-19,291,24,-1,High,Very Big,-1,0,-1,-1,-1,-1,-1,6,0,2,11.84727208,0
01-04-19,291,24,-1,High,Very Big,-1,0,-1,-1,-1,-1,-1,36,0,0,11.84727208,0
01-05-19,291,24,-1,High,Very Big,-1,0,-1,-1,-1,-1,-1,67,0,0,11.84727208,0
01-06-19,291,24,-1,High,Very Big,-1,0,-1,-1,-1,-1,-1,97,0,0,11.84727208,0
01-07-19,291,24,-1,High,Very Big,-1,0,-1,-1,-1,-1,-1,128,0,0,11.84727208,0
01-08-19,291,24,-1,High,Very Big,-1,0,-1,-1,-1,-1,-1,10,0,2,11.84727208,0
01-09-19,291,24,-1,High,Very Big,-1,0,-1,-1,-1,-1,-1,26,0,1,11.84727208,0
01-10-19,291,24,-1,High,Very Big,-1,0,-1,-1,-1,-1,-1,7,0,1,11.84727208,0
01-11-19,291,24,-1,High,Very Big,-1,0,-1,-1,-1,-1,-1,37,0,0,11.84727208,0
01-12-19,291,24,-1,High,Very Big,-1,0,-1,-1,-1,-1,-1,68,0,0,11.84727208,0
01-01-20,291,24,0,High,Very Big,0,0,0,0,0,1,1,99,0,0,11.84727208,106
01-02-20,291,24,0,High,Very Big,0,0,0,0,0,1,1,4,0,2,11.84727208,107
01-01-19,292,217,-1,High,Big,-1,0,-1,-1,-1,-1,-1,55,0,0,-1,126
01-02-19,292,217,-1,High,Big,-1,0,-1,-1,-1,-1,-1,83,0,0,-1,134
01-03-19,292,217,-1,High,Big,-1,0,-1,-1,-1,-1,-1,13,0,1,-1,132
01-04-19,292,217,-1,High,Big,-1,0,-1,-1,-1,-1,-1,43,0,0,-1,130
01-05-19,292,217,-1,High,Big,-1,0,-1,-1,-1,-1,-1,74,0,0,-1,133
01-06-19,292,217,-1,High,Big,-1,0,-1,-1,-1,-1,-1,104,0,0,-1,130
01-07-19,292,217,-1,High,Big,-1,0,-1,-1,-1,-1,-1,135,0,0,-1,139
01-08-19,292,217,-1,High,Big,-1,0,-1,-1,-1,-1,-1,5,0,1,-1,131
01-09-19,292,217,-1,High,Big,-1,0,-1,-1,-1,-1,-1,10,0,1,-1,134
01-10-19,292,217,-1,High,Big,-1,0,-1,-1,-1,-1,-1,41,0,0,-1,128
01-11-19,292,217,-1,High,Big,-1,0,-1,-1,-1,-1,-1,71,0,0,-1,138
01-12-19,292,217,-1,High,Big,-1,0,-1,-1,-1,-1,-1,102,0,0,-1,135
01-01-20,292,217,0,High,Big,0,0,0,0,0,0,0,133,0,0,-1,0
01-02-20,292,217,0,High,Big,0,0,0,0,0,0,0,5,0,1,-1,124
01-01-19,293,218,0,Low,Big,0,0,0,1,1,0,1,8,0,1,8.686400045,103
01-02-19,293,218,0,Low,Big,0,0,0,1,1,0,1,36,1,0,8.686400045,102
01-03-19,293,218,0,Low,Big,0,0,0,1,1,0,1,24,1,2,8.686400045,102
01-04-19,293,218,0,Low,Big,0,0,0,1,1,0,1,28,1,1,8.686400045,106
01-05-19,293,218,0,Low,Big,0,0,0,1,1,0,1,59,1,0,8.686400045,105
01-06-19,293,218,0,Low,Big,0,0,0,1,1,0,1,89,1,0,8.686400045,105
01-07-19,293,218,0,Low,Big,0,0,0,1,0,0,1,6,0,2,8.686400045,104
01-08-19,293,218,0,Low,Big,0,0,0,1,0,0,1,23,0,1,8.686400045,106
01-09-19,293,218,0,Low,Big,0,0,0,1,0,0,1,19,0,1,8.686400045,108
01-10-19,293,218,0,Low,Big,0,0,0,1,0,0,1,50,1,0,8.686400045,103
01-11-19,293,218,0,Low,Big,0,0,0,1,0,0,1,80,1,0,8.686400045,103
01-12-19,293,218,0,Low,Big,0,0,0,1,0,0,1,111,1,0,8.686400045,107
01-01-20,293,218,0,Low,Big,0,1,0,1,0,0,1,142,1,0,8.686400045,105
01-02-20,293,218,0,Low,Big,0,1,0,1,0,0,1,171,0,0,8.686400045,105
01-01-19,294,219,1,Very Low,Small,1,1,0,0,0,1,0,14,0,2,10.90023256,0
01-02-19,294,219,1,Very Low,Small,1,1,0,0,0,1,0,42,0,0,10.90023256,107
01-03-19,294,219,1,Very Low,Small,1,1,0,0,0,1,0,73,0,0,10.90023256,0
01-04-19,294,219,1,Very Low,Small,1,1,0,0,0,1,0,7,0,2,10.90023256,0
01-05-19,294,219,1,Very Low,Small,1,1,0,0,0,1,0,38,0,0,10.90023256,109
01-06-19,294,219,1,Very Low,Small,1,1,0,0,0,1,0,68,0,0,10.90023256,103
01-07-19,294,219,1,Very Low,Small,1,1,0,1,0,1,0,99,0,0,10.90023256,0
01-08-19,294,219,1,High,Big,1,1,0,1,0,1,0,4,0,2,10.90023256,0
01-09-19,294,219,1,High,Big,1,1,0,1,0,1,0,0,0,1,10.90023256,103
01-10-19,294,219,1,High,Big,1,1,0,1,0,1,0,0,0,2,10.90023256,105
01-11-19,294,219,1,High,Big,1,1,0,1,0,1,0,30,0,0,10.90023256,0
01-12-19,294,219,1,High,Big,1,1,0,1,0,1,0,61,0,0,10.90023256,103
01-01-20,294,219,1,High,Big,1,1,0,1,0,1,0,1,0,2,10.90023256,103
01-02-20,294,219,1,High,Big,1,1,0,1,0,1,0,4,0,1,10.90023256,0
01-01-19,295,220,1,High,Big,0,1,0,1,0,1,0,10,0,2,13.88576923,106
01-02-19,295,220,1,,,0,1,0,1,0,1,0,3,0,1,13.88576923,113
01-03-19,295,220,1,High,Big,0,1,0,1,0,1,0,11,0,1,13.88576923,110
01-04-19,295,220,1,High,Big,0,1,0,1,0,1,0,13,2,1,13.88576923,118
01-05-19,295,220,1,High,Big,0,1,0,1,0,1,0,1,2,3,13.88576923,115
01-06-19,295,220,1,High,Big,0,1,0,1,0,1,0,5,2,1,13.88576923,112
